Filename,metaiqa
image_512x512_step7_prompt15.png,0.571397602558136
image_768x768_step7_prompt35.png,0.5719702243804932
image_1024x1024_step25_prompt7.png,0.690782904624939
image_512x512_step26_prompt26.png,0.6007444262504578
image_512x512_step11_prompt43.png,0.634663462638855
image_512x512_step24_prompt2.png,0.7292860150337219
image_1024x1024_step3_prompt41.png,0.6630827188491821
image_768x768_step7_prompt2.png,0.7182964086532593
image_768x768_step12_prompt44.png,0.662237286567688
image_768x768_step8_prompt27.png,0.5565146803855896
image_512x512_step26_prompt3.png,0.6088396310806274
image_512x512_step22_prompt5.png,0.533598780632019
image_1024x1024_step29_prompt21.png,0.6997901201248169
image_512x512_step18_prompt3.png,0.6679960489273071
image_512x512_step6_prompt35.png,0.6300597786903381
image_512x512_step22_prompt12.png,0.5999103784561157
image_768x768_step27_prompt38.png,0.6056864857673645
image_768x768_step18_prompt8.png,0.6800010204315186
image_768x768_step4_prompt8.png,0.686660885810852
image_1024x1024_step23_prompt13.png,0.6685332655906677
image_512x512_step16_prompt49.png,0.679331362247467
image_512x512_step2_prompt27.png,0.7050448060035706
image_768x768_step22_prompt34.png,0.6365949511528015
image_512x512_step13_prompt12.png,0.6761031150817871
image_512x512_step21_prompt45.png,0.745155930519104
image_768x768_step2_prompt30.png,0.7325341105461121
image_768x768_step16_prompt22.png,0.5859917402267456
image_768x768_step5_prompt33.png,0.5636857151985168
image_768x768_step8_prompt32.png,0.6075367331504822
image_512x512_step20_prompt34.png,0.5691553950309753
image_768x768_step23_prompt4.png,0.5442575812339783
image_512x512_step8_prompt47.png,0.511844277381897
image_1024x1024_step25_prompt31.png,0.8063662052154541
image_1024x1024_step26_prompt19.png,0.6759485006332397
image_512x512_step20_prompt44.png,0.5459167957305908
image_512x512_step24_prompt14.png,0.6675803661346436
image_768x768_step25_prompt43.png,0.6903038024902344
image_1024x1024_step21_prompt13.png,0.5921453237533569
image_1024x1024_step11_prompt49.png,0.5334991812705994
image_512x512_step26_prompt36.png,0.7478929162025452
image_1024x1024_step9_prompt7.png,0.6136376261711121
image_512x512_step23_prompt10.png,0.7397530674934387
image_512x512_step12_prompt21.png,0.5456832647323608
image_512x512_step23_prompt21.png,0.7525410056114197
image_1024x1024_step9_prompt22.png,0.6745100617408752
image_512x512_step22_prompt44.png,0.6498030424118042
image_768x768_step23_prompt33.png,0.6933968663215637
image_1024x1024_step20_prompt10.png,0.5785101652145386
image_512x512_step18_prompt23.png,0.7022163271903992
image_1024x1024_step21_prompt45.png,0.5904675722122192
image_1024x1024_step20_prompt18.png,0.7948984503746033
image_1024x1024_step30_prompt49.png,0.6613924503326416
image_512x512_step10_prompt20.png,0.6413678526878357
image_512x512_step3_prompt1.png,0.5702041387557983
image_512x512_step28_prompt31.png,0.6710377335548401
image_1024x1024_step11_prompt16.png,0.5222353935241699
image_1024x1024_step20_prompt29.png,0.7423712015151978
image_768x768_step22_prompt37.png,0.4428054690361023
image_512x512_step24_prompt31.png,0.5467278361320496
image_768x768_step30_prompt3.png,0.7824589610099792
image_1024x1024_step14_prompt26.png,0.6128746867179871
image_1024x1024_step5_prompt30.png,0.6984743475914001
image_768x768_step21_prompt46.png,0.5600355863571167
image_512x512_step2_prompt21.png,0.7085875272750854
image_512x512_step14_prompt1.png,0.6660482287406921
image_512x512_step2_prompt15.png,0.6597474217414856
image_1024x1024_step20_prompt9.png,0.5544771552085876
image_768x768_step9_prompt1.png,0.7765225172042847
image_1024x1024_step2_prompt24.png,0.6598268151283264
image_1024x1024_step25_prompt18.png,0.8849055171012878
image_768x768_step7_prompt25.png,0.6367529034614563
image_1024x1024_step17_prompt8.png,0.7134658098220825
image_768x768_step7_prompt1.png,0.6072100400924683
image_512x512_step2_prompt49.png,0.6580400466918945
image_1024x1024_step5_prompt10.png,0.6396093368530273
image_1024x1024_step11_prompt15.png,0.6364912986755371
image_512x512_step12_prompt47.png,0.574499785900116
image_1024x1024_step17_prompt32.png,0.6016417145729065
image_1024x1024_step9_prompt37.png,0.6437547206878662
image_512x512_step28_prompt13.png,0.8111690878868103
image_1024x1024_step10_prompt27.png,0.6892101764678955
image_1024x1024_step17_prompt21.png,0.762847363948822
image_512x512_step8_prompt7.png,0.6650921702384949
image_1024x1024_step7_prompt41.png,0.62754225730896
image_768x768_step28_prompt47.png,0.5446642637252808
image_512x512_step27_prompt40.png,0.6225937604904175
image_1024x1024_step28_prompt32.png,0.5966668128967285
image_512x512_step29_prompt27.png,0.7051247358322144
image_768x768_step20_prompt39.png,0.67377769947052
image_512x512_step16_prompt38.png,0.5546699166297913
image_512x512_step4_prompt41.png,0.5331248044967651
image_1024x1024_step7_prompt13.png,0.6845517754554749
image_768x768_step27_prompt23.png,0.7101552486419678
image_512x512_step30_prompt6.png,0.6614260077476501
image_512x512_step10_prompt6.png,0.6147085428237915
image_1024x1024_step15_prompt39.png,0.7064695358276367
image_768x768_step21_prompt39.png,0.7047032117843628
image_768x768_step15_prompt50.png,0.6082636713981628
image_1024x1024_step17_prompt16.png,0.7068612575531006
image_1024x1024_step17_prompt37.png,0.6317566633224487
image_768x768_step11_prompt25.png,0.7641018629074097
image_768x768_step16_prompt2.png,0.6706668138504028
image_512x512_step3_prompt18.png,0.8138442039489746
image_512x512_step6_prompt1.png,0.6732740998268127
image_512x512_step28_prompt8.png,0.7360822558403015
image_768x768_step28_prompt21.png,0.5099978446960449
image_768x768_step2_prompt7.png,0.6640170216560364
image_768x768_step25_prompt1.png,0.6651656031608582
image_512x512_step30_prompt29.png,0.5232803225517273
image_512x512_step9_prompt15.png,0.6216557621955872
image_512x512_step15_prompt24.png,0.5292264819145203
image_768x768_step30_prompt20.png,0.6175585389137268
image_1024x1024_step1_prompt4.png,0.6599726676940918
image_512x512_step25_prompt38.png,0.4813661575317383
image_512x512_step5_prompt45.png,0.8498783111572266
image_512x512_step3_prompt9.png,0.7322551012039185
image_1024x1024_step17_prompt44.png,0.6456258296966553
image_768x768_step12_prompt42.png,0.6065317392349243
image_1024x1024_step27_prompt39.png,0.6288008093833923
image_768x768_step21_prompt26.png,0.637697160243988
image_512x512_step3_prompt25.png,0.620267927646637
image_1024x1024_step16_prompt23.png,0.5805045962333679
image_768x768_step29_prompt35.png,0.6299789547920227
image_1024x1024_step19_prompt5.png,0.7147272825241089
image_1024x1024_step9_prompt13.png,0.6522973775863647
image_768x768_step12_prompt33.png,0.6969776153564453
image_512x512_step6_prompt38.png,0.6522461771965027
image_768x768_step8_prompt22.png,0.753116250038147
image_1024x1024_step15_prompt5.png,0.6757306456565857
image_768x768_step5_prompt36.png,0.5548967123031616
image_512x512_step19_prompt34.png,0.6216159462928772
image_768x768_step30_prompt6.png,0.641297459602356
image_1024x1024_step25_prompt27.png,0.6573864221572876
image_768x768_step4_prompt44.png,0.6080775856971741
image_512x512_step25_prompt9.png,0.6649052500724792
image_1024x1024_step8_prompt45.png,0.8027234077453613
image_512x512_step2_prompt23.png,0.594574511051178
image_768x768_step9_prompt42.png,0.5806382894515991
image_512x512_step4_prompt49.png,0.7215715646743774
image_768x768_step21_prompt49.png,0.6828726530075073
image_512x512_step18_prompt49.png,0.6246762871742249
image_768x768_step24_prompt32.png,0.6087402105331421
image_1024x1024_step12_prompt15.png,0.7054207921028137
image_768x768_step9_prompt18.png,0.7947069406509399
image_768x768_step16_prompt13.png,0.6536824107170105
image_512x512_step6_prompt9.png,0.7643910646438599
image_1024x1024_step27_prompt17.png,0.7111435532569885
image_768x768_step29_prompt11.png,0.6237337589263916
image_1024x1024_step18_prompt23.png,0.6674700975418091
image_512x512_step4_prompt29.png,0.8411117196083069
image_1024x1024_step11_prompt44.png,0.6405817866325378
image_768x768_step7_prompt43.png,0.6919373869895935
image_1024x1024_step7_prompt35.png,0.693611741065979
image_512x512_step15_prompt26.png,0.688291609287262
image_768x768_step12_prompt1.png,0.7392916083335876
image_1024x1024_step25_prompt25.png,0.7628836631774902
image_1024x1024_step6_prompt16.png,0.5395771861076355
image_512x512_step1_prompt2.png,0.6553041934967041
image_512x512_step7_prompt20.png,0.5252135396003723
image_1024x1024_step19_prompt21.png,0.5929469466209412
image_768x768_step7_prompt17.png,0.7606358528137207
image_512x512_step11_prompt48.png,0.628689169883728
image_768x768_step3_prompt23.png,0.6819189190864563
image_1024x1024_step18_prompt1.png,0.6236717104911804
image_768x768_step1_prompt4.png,0.6550556421279907
image_1024x1024_step17_prompt43.png,0.6115307211875916
image_1024x1024_step5_prompt40.png,0.6391741037368774
image_1024x1024_step2_prompt23.png,0.6334751844406128
image_768x768_step28_prompt27.png,0.49576056003570557
image_512x512_step19_prompt10.png,0.6165674924850464
image_1024x1024_step29_prompt45.png,0.8739391565322876
image_1024x1024_step1_prompt35.png,0.656694233417511
image_512x512_step18_prompt6.png,0.7175347208976746
image_768x768_step22_prompt35.png,0.6918747425079346
image_768x768_step28_prompt48.png,0.6530317664146423
image_768x768_step29_prompt13.png,0.5676195025444031
image_512x512_step6_prompt8.png,0.5891181826591492
image_1024x1024_step16_prompt33.png,0.629059910774231
image_1024x1024_step7_prompt20.png,0.6925079226493835
image_768x768_step4_prompt39.png,0.6827967762947083
image_768x768_step14_prompt16.png,0.7117435336112976
image_1024x1024_step10_prompt31.png,0.7104477882385254
image_1024x1024_step4_prompt39.png,0.6630203127861023
image_768x768_step8_prompt8.png,0.646292507648468
image_768x768_step26_prompt30.png,0.6429123282432556
image_768x768_step2_prompt10.png,0.709649920463562
image_512x512_step5_prompt41.png,0.6120104193687439
image_512x512_step11_prompt42.png,0.706178605556488
image_512x512_step22_prompt35.png,0.6051164865493774
image_512x512_step21_prompt31.png,0.6018317937850952
image_768x768_step19_prompt13.png,0.6041443943977356
image_512x512_step21_prompt14.png,0.5846294164657593
image_1024x1024_step2_prompt32.png,0.640150249004364
image_768x768_step30_prompt45.png,0.8232815861701965
image_1024x1024_step1_prompt25.png,0.6589956879615784
image_512x512_step6_prompt12.png,0.6857366561889648
